Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
1955-12-31,2.47,3.32,2.77,2.59,2.8,2.37,3.23,0.81,1.36,1.5,2.51,2.32,2.58,2.99,2.03,2.59,1.2,1.73,1.32,2.75,2.33,1.77,1.64,2.85,-0.91
1956-01-31,0.88,0.16,-0.85,-1.46,-2.34,-1.02,-2.26,-2.2,-2.2,-1.83,-4.06,-1.06,-1.64,-2.73,-3.86,-4.23,-1.19,-2.74,-3.7,-4.15,-1.77,0.66,-1.53,-3.34,-4.61
1956-02-29,2.1,3.9,2.61,2.97,4.22,3.0,2.38,3.02,2.45,3.12,3.08,2.4,3.67,1.91,5.31,4.03,2.33,2.54,3.26,6.5,2.3,2.66,3.31,5.18,4.4
1956-03-31,2.34,4.61,4.92,1.79,5.24,2.05,4.45,3.62,5.82,7.92,2.52,4.2,6.52,5.35,6.26,3.42,4.21,3.69,7.18,8.87,6.12,4.69,5.88,8.45,7.94
1956-04-30,-0.1,-1.13,-0.85,0.25,3.13,0.25,-1.59,1.9,0.93,1.36,-2.7,0.12,-1.61,1.61,2.15,-2.32,-0.59,-0.19,1.09,4.24,-1.57,-0.01,-0.94,-0.32,1.58
1956-05-31,-5.23,-3.32,-3.31,-5.5,-3.66,-4.41,-3.93,-3.92,-5.51,-4.98,-4.51,-3.46,-2.55,-3.56,-3.57,-3.24,-2.42,-1.84,-4.56,-5.3,-4.19,-1.96,-4.25,-5.79,-6.2
1956-06-30,-0.09,0.15,2.32,1.18,1.62,0.49,0.71,0.32,2.89,2.42,0.3,2.0,2.95,3.25,4.48,1.92,1.68,1.32,3.61,5.82,2.01,2.15,1.91,4.93,4.92
1956-07-31,0.41,1.51,6.02,4.04,2.79,3.59,2.32,2.85,2.56,6.7,1.9,3.5,3.66,4.87,5.16,4.58,2.77,4.18,4.89,6.09,2.6,3.94,5.41,4.93,6.46
1956-08-31,0.05,-1.79,0.66,-1.45,-4.11,-3.05,-0.9,-1.32,0.93,-1.94,-1.06,-1.05,0.03,-2.1,-2.49,-1.99,-3.29,-1.0,-3.68,-2.59,-1.46,-2.89,-1.09,-4.44,-4.55
1956-09-30,-3.97,-2.69,-1.6,-1.6,-3.41,-3.31,-2.25,-2.23,-2.91,-0.85,-3.11,-3.32,-3.62,-1.76,-4.24,-1.88,-3.43,-3.52,-4.63,-5.23,-5.23,-5.03,-2.64,-6.4,-6.83
1956-10-31,-1.01,-0.11,1.31,0.65,3.92,-2.27,-0.47,1.09,1.51,3.41,-0.59,0.55,1.0,0.81,2.15,-1.09,-0.3,0.22,1.02,2.83,1.4,-0.1,0.19,1.57,1.26
1956-11-30,-1.67,-0.4,-0.26,0.76,2.84,-1.63,0.21,0.61,2.82,0.45,1.89,-0.6,0.5,2.41,2.71,-0.56,-0.81,0.59,0.69,2.38,-4.03,0.46,-0.79,2.03,2.14
1956-12-31,-0.29,-0.46,0.12,3.55,1.68,1.47,0.84,0.89,3.13,6.21,0.83,0.94,2.15,3.87,6.55,-0.52,2.16,2.29,2.78,5.64,3.36,2.65,2.85,3.89,4.98
1957-01-31,4.57,2.01,4.14,2.78,1.33,4.59,2.06,1.3,-2.03,-0.1,2.0,2.04,0.07,-0.37,-3.03,1.06,-0.5,-1.4,-1.25,-2.66,-4.11,-2.28,-3.21,-3.27,-6.8
1957-02-28,-3.96,-1.95,-1.97,-2.5,-1.07,-3.86,-1.59,-2.34,-2.1,-2.35,-4.79,-1.69,-0.75,-3.33,-3.23,-2.14,-1.25,-0.37,-1.99,-3.31,-2.92,-0.32,-1.1,-2.09,-2.37
1957-03-31,1.55,0.79,3.24,1.43,3.12,1.54,4.42,2.0,1.39,0.67,1.6,2.86,2.6,2.81,2.65,2.61,1.74,1.94,3.37,1.99,1.58,2.41,3.16,1.85,2.97
1957-04-30,4.06,2.12,1.18,2.17,1.61,-0.5,2.47,0.22,2.85,2.65,1.17,1.67,1.84,0.67,6.08,2.96,2.86,1.61,3.16,4.01,3.94,6.03,4.32,3.8,6.25
1957-05-31,1.55,1.47,2.39,-1.55,-0.06,2.79,0.33,1.96,0.23,3.14,2.87,1.16,1.71,1.7,2.49,3.01,1.8,1.47,2.27,4.03,4.22,3.13,4.96,3.53,4.99
1957-06-30,-1.28,-1.85,1.25,2.05,0.24,-0.85,-0.21,0.06,-0.64,0.71,-1.82,-1.45,-1.24,-1.88,-0.96,-0.37,-1.65,-3.1,-1.74,0.58,-0.35,-1.29,-0.59,0.35,-0.45
1957-07-31,1.0,0.03,-0.05,3.94,-3.08,-0.42,1.09,2.75,0.53,-2.34,-0.73,1.41,0.49,0.67,0.13,-0.32,1.69,0.19,-0.08,0.12,-1.74,2.93,0.18,1.51,0.07
1957-08-31,-6.77,-2.67,-1.84,-4.6,-2.57,-7.18,-4.33,-2.73,-3.72,-3.94,-5.88,-5.72,-3.84,-3.7,-6.92,-8.37,-4.72,-3.57,-4.22,-8.16,-6.29,-4.07,-2.69,-5.51,-5.81
1957-09-30,-7.46,-3.33,-2.94,-2.88,-4.39,-6.12,-6.45,-5.31,-2.96,-4.84,-7.21,-6.67,-4.6,-3.08,-6.51,-7.39,-4.1,-4.96,-3.84,-4.8,-6.12,-5.49,-4.48,-6.47,-6.86
1957-10-31,-11.82,-8.63,-5.68,-4.33,-8.97,-9.21,-7.02,-6.44,-4.93,-8.7,-8.99,-6.01,-5.81,-4.45,-7.82,-6.66,-4.84,-4.4,-4.63,-4.44,-6.19,-4.21,-3.33,-3.8,-2.89
1957-11-30,1.62,-2.48,-0.93,1.65,1.02,1.26,0.5,-0.49,0.08,2.08,1.45,0.9,3.36,3.88,4.57,2.4,-0.02,3.47,3.51,6.55,3.41,-0.49,1.66,2.31,5.94
1957-12-31,-12.73,-5.24,-4.27,-1.67,-1.39,-11.35,-8.64,-4.62,-0.76,-3.63,-7.41,-8.61,-5.14,-3.11,-0.08,-10.53,-7.24,-2.71,0.73,0.09,-10.14,-7.22,-4.06,-1.38,-2.43
1958-01-31,22.48,15.93,15.65,9.9,7.1,17.92,14.81,8.44,5.35,7.69,14.12,11.45,12.68,9.55,6.99,12.66,11.9,10.32,6.58,4.65,6.22,5.49,4.0,3.65,2.35
1958-02-28,-4.72,-1.52,-3.35,0.32,1.74,-4.05,-1.91,0.37,1.86,1.89,-3.29,-3.14,0.43,0.32,1.96,-4.23,-3.51,-1.58,0.9,1.76,-3.3,-2.72,-1.87,-1.67,-0.33
1958-03-31,3.65,3.29,5.5,3.06,4.41,4.52,4.19,2.69,1.64,4.93,5.6,2.59,1.31,4.33,3.75,4.47,4.09,3.5,2.61,5.67,8.37,2.28,3.55,2.07,3.42
1958-04-30,6.56,1.61,2.99,-0.13,7.28,2.06,2.74,4.1,2.31,5.48,1.09,0.93,2.57,1.9,4.29,3.34,1.24,2.32,3.29,3.66,-0.45,2.36,5.75,2.31,2.94
1958-05-31,6.28,2.95,6.42,1.71,7.1,5.51,3.74,3.32,3.89,3.56,5.07,4.54,4.29,3.28,5.49,4.19,3.12,4.51,2.57,2.49,3.11,4.09,0.73,2.64,1.06
1958-06-30,6.75,4.21,2.16,4.42,2.73,4.78,3.29,1.32,1.97,1.52,2.82,3.13,2.22,2.82,2.47,4.83,3.18,3.0,2.18,3.41,4.86,3.03,2.96,1.96,2.87
1958-07-31,7.37,5.42,3.75,6.32,5.66,7.84,5.55,5.69,3.01,4.33,12.25,6.77,6.9,3.22,2.06,9.23,8.16,6.01,2.98,1.51,10.8,3.03,6.52,2.01,1.78
1958-08-31,2.6,3.38,4.29,3.81,6.76,3.76,2.54,4.16,2.44,5.19,1.33,2.64,2.43,5.31,3.73,2.07,3.18,4.26,3.19,1.54,3.11,1.66,1.9,1.72,0.46
1958-09-30,7.65,6.45,6.9,5.38,2.17,7.53,5.59,4.2,4.48,4.82,4.45,6.89,5.14,3.27,5.74,6.65,3.82,3.37,4.26,5.69,5.01,4.99,4.51,4.25,5.61
1958-10-31,1.81,2.64,3.21,-0.14,7.86,4.22,2.77,1.76,5.21,6.66,0.6,1.36,2.77,4.04,5.36,-0.44,0.36,3.55,4.07,6.85,1.02,1.61,3.21,4.31,4.36
1958-11-30,4.29,7.16,0.72,1.16,9.06,4.16,5.19,5.51,6.14,6.48,1.09,3.02,2.75,5.63,3.86,5.78,3.57,3.63,3.5,5.75,2.13,2.94,2.84,2.65,6.33
1958-12-31,3.46,3.03,4.56,5.26,4.58,6.41,2.72,1.46,4.23,4.25,3.42,3.94,1.87,3.84,2.59,3.68,4.47,4.74,3.19,5.63,3.99,7.34,5.9,5.38,6.99
1959-01-31,3.79,6.41,9.14,9.92,7.32,4.92,7.12,8.04,5.0,2.59,4.3,4.54,4.45,3.23,4.83,2.69,2.77,3.48,2.05,1.19,0.36,1.67,-0.4,-0.11,-0.42
1959-02-28,2.18,2.36,2.44,6.2,2.86,2.83,1.97,2.07,1.68,5.38,3.1,0.66,2.98,4.88,4.25,3.09,-0.12,1.87,2.52,7.26,-1.56,0.89,2.2,-0.52,2.36
1959-03-31,0.56,2.79,3.19,0.6,2.14,0.87,0.41,2.19,3.93,2.92,-0.04,0.4,0.43,0.81,0.75,-0.25,0.72,0.34,1.62,3.09,1.16,1.25,-0.37,-0.13,0.79
1959-04-30,0.25,-0.13,3.95,2.1,4.13,1.16,2.06,0.79,4.42,3.29,1.89,1.21,0.07,5.19,4.7,1.21,1.65,2.56,6.56,6.41,2.02,3.05,5.15,5.07,7.29
1959-05-31,0.91,0.38,0.43,3.05,-0.59,0.15,-0.02,0.19,0.12,1.84,-0.23,0.67,2.76,-0.97,1.08,1.46,1.49,0.89,2.73,0.07,-0.3,3.26,0.43,6.91,0.63
1959-06-30,-1.94,0.77,0.4,-0.01,-0.8,-1.68,0.99,0.49,1.35,2.37,-1.08,-0.38,0.47,3.28,1.89,-0.09,-0.64,-0.57,1.76,3.96,-2.16,0.71,-0.47,-0.02,2.3
1959-07-31,2.29,2.72,0.89,2.89,5.17,2.32,4.52,1.77,3.5,5.2,3.12,1.59,3.9,4.88,3.22,1.47,3.15,1.81,2.83,2.95,4.35,3.78,5.04,3.66,-0.29
1959-08-31,-0.42,2.18,0.56,-1.68,-4.37,-2.13,-1.37,-0.41,-2.61,-2.27,-0.93,0.2,-1.26,-1.46,-1.56,-3.4,-0.02,-0.34,-1.89,-3.17,-2.94,1.06,-0.65,-1.46,-1.38
1959-09-30,-4.68,-4.59,-4.09,-4.7,-4.32,-5.18,-4.07,-2.71,-5.79,-3.49,-5.82,-4.17,-5.63,-3.14,-3.05,-5.11,-4.35,-4.46,-5.43,-5.18,-7.0,-3.36,-3.52,-4.46,-4.4
1959-10-31,-0.77,2.1,0.34,0.72,5.97,0.98,1.32,1.58,2.93,6.46,-0.88,1.36,1.68,2.55,4.31,-0.69,1.76,0.94,2.76,7.23,0.09,2.2,0.03,2.2,2.1
1959-11-30,-1.41,1.25,2.74,0.53,1.04,5.32,-0.84,1.66,2.68,4.89,-0.39,1.69,0.04,1.84,2.45,4.43,0.5,1.3,2.43,4.83,-0.92,1.4,1.52,1.31,5.46
1959-12-31,1.2,3.37,3.61,3.77,1.21,1.0,3.08,1.12,2.76,4.78,1.36,1.47,1.94,2.54,3.19,1.13,0.5,2.19,1.28,0.66,4.36,1.67,3.36,4.07,1.55
1960-01-31,-0.03,0.3,0.12,-1.77,-2.59,-2.48,-1.52,-3.18,-4.3,-5.79,-3.78,-2.92,-1.27,-6.56,-8.29,-4.64,-3.54,-4.36,-6.77,-7.77,-6.27,-6.3,-5.47,-9.46,-6.86
1960-02-29,-0.15,1.05,-0.67,-0.08,1.79,1.31,1.26,1.88,-1.27,5.28,-3.58,-0.09,1.31,0.69,2.75,-0.8,0.93,1.0,2.94,3.09,-3.43,-1.02,3.42,1.56,2.62
1960-03-31,-4.87,-3.21,-4.31,-1.37,-0.84,-5.28,-2.91,-3.37,-1.64,-3.18,-3.72,-2.41,-0.95,-3.78,-2.93,-3.17,-1.81,-1.54,-1.44,-3.27,-2.1,-1.78,-0.77,-1.47,0.71
1960-04-30,-3.59,-3.89,-1.01,-0.52,-3.27,-7.42,-1.61,-3.78,-1.28,1.77,-4.94,-1.45,-2.48,-2.82,-2.0,-2.76,-1.33,0.3,-1.29,0.22,-3.1,-2.69,-1.01,-1.82,0.41
1960-05-31,-1.89,-1.02,-1.29,0.83,4.93,2.51,1.35,2.35,4.68,6.14,0.26,1.17,1.94,1.96,1.84,2.4,0.36,1.62,2.55,6.25,-0.1,0.65,1.53,2.89,8.91
1960-06-30,0.97,0.52,4.41,3.28,4.65,2.27,0.52,1.52,0.16,3.21,2.89,2.9,1.2,0.95,5.02,0.56,1.31,0.59,3.94,4.02,3.54,1.16,2.86,2.3,2.96
1960-07-31,-1.68,-0.68,-0.87,-2.65,-1.44,-3.83,-2.06,-0.59,-0.75,-2.32,-1.63,-2.22,-0.42,-1.46,-2.82,0.07,-2.77,-0.6,-0.72,-3.12,-1.56,-1.49,-4.11,-3.18,-2.18
1960-08-31,7.13,5.47,5.47,2.94,6.59,1.11,3.5,2.02,5.58,6.18,2.85,2.98,3.01,4.99,6.22,4.52,2.13,2.71,3.03,2.98,0.41,2.62,2.03,3.62,4.0
1960-09-30,-9.35,-4.97,-5.03,0.05,-5.4,-10.76,-7.66,-5.31,-6.55,-5.21,-6.5,-6.46,-4.6,-3.45,-6.67,-5.3,-5.91,-5.57,-5.19,-5.71,-6.27,-3.81,-6.25,-7.25,-6.24
1960-10-31,-4.87,-2.96,-1.86,-1.49,-1.7,-5.9,-3.27,-2.69,-1.82,-3.49,-6.05,-1.7,-1.38,-0.58,-3.24,-3.52,-2.4,-0.38,-1.18,-1.92,-0.43,-0.79,-0.31,1.88,-0.36
1960-11-30,1.5,0.92,1.18,3.09,2.72,2.95,5.08,2.37,7.55,7.61,4.44,3.3,5.07,7.27,6.01,6.09,5.26,6.75,5.44,7.53,2.67,1.61,4.63,5.52,6.72
1960-12-31,2.16,4.24,0.79,3.92,4.96,2.8,3.2,3.43,2.71,2.42,5.13,3.5,3.24,3.44,4.02,6.28,3.51,5.25,5.25,4.76,4.55,2.63,4.04,4.75,7.59
1961-01-31,13.3,8.61,5.63,9.07,8.48,13.16,8.13,7.51,8.64,7.06,11.63,12.34,8.63,6.77,4.07,8.58,10.13,7.25,6.73,6.54,8.64,6.17,6.89,4.88,5.46
1961-02-28,6.51,5.95,4.59,8.3,4.35,9.31,5.29,7.34,6.92,9.36,5.66,5.92,5.73,5.03,8.52,4.38,8.6,3.67,5.42,6.3,4.39,1.27,4.0,3.0,4.19
1961-03-31,6.26,5.93,6.62,5.59,10.39,1.92,5.05,6.1,8.08,7.52,5.84,3.4,4.23,2.53,9.45,2.39,3.51,3.2,4.69,7.06,1.55,0.87,1.9,1.3,4.92
1961-04-30,-0.15,1.38,2.65,5.36,5.13,0.41,1.34,2.81,-1.38,4.08,-1.69,-1.42,0.9,-0.53,1.89,-3.51,-3.68,-0.11,1.57,1.77,-3.38,-1.13,0.16,2.88,0.28
1961-05-31,4.7,5.29,4.36,8.54,1.63,5.75,4.88,2.5,6.43,1.42,6.93,4.92,4.01,5.14,4.84,4.79,6.49,3.42,3.09,2.18,5.7,1.35,3.28,0.96,2.33
1961-06-30,-6.17,-4.29,0.64,-5.67,-6.91,-6.42,-4.82,-4.84,-3.79,-6.9,-5.87,-4.21,-4.39,-4.21,-3.86,-5.95,-3.44,-3.0,-3.48,-3.96,-3.53,-1.85,-1.89,-3.06,-1.87
1961-07-31,-0.79,0.78,-0.87,0.02,2.45,1.37,0.38,1.73,-0.67,0.95,0.01,1.17,2.62,0.82,1.2,1.54,2.77,1.45,2.42,0.87,1.91,3.69,3.38,4.29,2.93
1961-08-31,-0.27,0.5,0.83,3.85,3.26,1.63,0.11,-0.01,0.06,3.29,-0.06,1.38,1.86,1.5,2.34,2.1,4.3,5.23,1.93,5.24,2.7,0.65,3.04,2.66,6.28
1961-09-30,-4.81,-3.15,-0.71,-2.09,-4.16,-5.57,-2.96,-1.71,-2.37,-3.36,-2.68,-2.26,-3.6,-2.58,-2.22,-4.48,-2.95,-2.32,-1.05,-3.68,-1.49,-1.8,-1.4,-1.62,-2.39
1961-10-31,1.18,0.84,3.84,3.02,6.14,-2.4,2.57,2.41,2.57,2.8,-1.15,0.57,2.73,1.25,6.47,0.93,1.53,3.06,3.06,4.87,0.37,2.43,2.93,2.97,3.71
1961-11-30,5.04,2.15,5.93,5.57,6.0,5.16,4.27,5.83,5.3,10.75,5.91,3.72,4.27,4.86,5.78,1.84,5.1,3.14,3.52,6.02,3.59,3.73,5.05,5.74,4.34
1961-12-31,0.65,0.12,0.78,0.25,0.74,1.63,0.23,-0.22,-1.02,-0.76,0.25,-1.07,-0.31,0.99,-2.05,2.22,1.15,-0.61,-3.08,-1.52,1.36,0.43,2.63,-0.42,-2.46
1962-01-31,2.88,4.14,3.11,-1.3,-1.42,-0.28,1.93,4.45,-0.32,-1.05,2.32,-1.33,-2.77,-2.36,-4.21,-2.0,-1.76,-1.58,-0.51,-4.36,-4.1,-3.69,-3.41,-3.78,-6.76
1962-02-28,0.66,2.78,3.56,1.59,1.08,1.49,2.8,-0.08,0.52,0.91,1.35,0.83,1.46,1.18,0.18,0.78,2.34,2.31,2.23,1.56,0.08,1.51,4.11,2.3,1.02
1962-03-31,-2.5,-1.21,-0.13,2.27,-0.97,-2.15,-1.52,0.45,0.98,1.1,-2.46,-0.16,-0.91,-0.02,-1.49,-3.83,-1.53,-0.58,0.79,-0.58,-1.06,-0.45,0.11,-0.59,0.0
1962-04-30,-8.14,-7.34,-4.25,-5.61,-8.3,-8.68,-7.83,-9.35,-4.65,-7.31,-9.55,-6.84,-4.04,-5.79,-4.41,-6.94,-8.69,-6.19,-5.1,-6.1,-9.66,-6.89,-4.73,-7.91,-4.9
1962-05-31,-12.62,-10.03,-7.06,-9.16,-11.71,-11.24,-9.61,-8.95,-8.83,-10.64,-10.99,-9.15,-9.03,-10.88,-12.62,-10.48,-9.78,-7.54,-9.09,-10.67,-8.09,-7.56,-7.64,-8.67,-7.93
1962-06-30,-11.83,-5.96,-7.44,-7.3,-5.98,-13.58,-9.81,-6.11,-5.74,-7.56,-13.63,-9.25,-7.18,-5.3,-4.03,-15.39,-11.14,-8.08,-8.1,-4.5,-12.55,-11.4,-9.68,-7.74,-5.76
1962-07-31,7.36,5.43,11.15,4.43,8.24,8.23,6.19,5.77,7.42,7.1,8.58,4.23,4.29,7.06,5.1,9.0,4.37,4.99,6.05,5.91,4.24,7.81,7.11,6.76,6.3
1962-08-31,2.61,2.28,2.92,3.72,1.25,3.53,1.63,4.24,1.74,3.32,5.15,3.59,1.7,1.87,2.55,5.56,2.94,1.81,2.27,1.81,2.2,1.05,1.01,3.88,2.64
1962-09-30,-8.9,-5.76,-6.35,-5.34,-4.62,-9.85,-7.26,-5.69,-4.09,-7.06,-9.44,-7.15,-6.79,-4.59,-2.75,-8.12,-6.35,-5.42,-2.8,-3.55,-6.95,-7.94,-4.8,-4.45,-1.96
1962-10-31,-6.51,-4.79,-3.84,-3.3,-2.52,-3.82,-3.28,-1.52,-1.44,-3.67,-3.3,-2.97,-1.71,-2.08,-0.51,-0.71,-1.44,1.68,-0.19,-3.8,0.7,-0.3,1.58,0.86,1.27
1962-11-30,24.17,14.97,12.58,11.44,9.93,21.45,15.6,16.72,11.7,12.82,20.02,16.53,12.04,9.47,9.08,17.08,12.55,14.39,10.55,10.7,16.16,14.23,10.46,8.69,8.72
1962-12-31,-7.07,-3.32,-1.13,0.71,1.18,-5.58,-3.62,-3.2,-0.06,1.28,-5.75,-2.19,-0.24,-0.84,1.95,-1.17,-1.12,0.24,2.3,2.16,-1.84,0.04,-0.29,2.65,4.24
1963-01-31,13.84,12.65,11.32,9.97,8.11,11.18,8.14,7.46,7.66,8.74,8.42,7.91,8.13,7.66,5.57,4.91,6.77,5.67,5.16,6.22,6.44,6.13,4.21,4.51,4.03
1963-02-28,-3.21,-2.61,0.67,1.55,0.3,-2.89,-1.84,-1.0,-0.04,0.93,-3.68,-2.45,-0.95,-0.25,0.79,-5.45,-2.71,-1.64,-0.63,-0.79,-2.02,-3.88,-3.32,-1.41,-2.17
1963-03-31,-0.38,0.73,2.2,1.86,2.81,0.33,1.87,1.81,2.45,3.81,-1.73,3.36,2.06,2.38,1.94,2.31,0.0,1.81,3.14,3.17,3.24,4.45,2.37,3.03,5.13
1963-04-30,2.24,1.85,2.78,3.21,3.15,4.31,4.72,3.9,3.89,3.94,2.71,3.02,3.46,3.56,3.44,4.07,5.38,3.58,5.54,4.55,7.41,4.67,4.22,4.78,4.85
1963-05-31,2.63,3.93,2.6,7.56,6.48,4.33,2.66,3.13,3.99,4.13,4.5,2.65,2.99,3.13,4.49,2.72,1.62,2.98,1.8,4.28,1.8,1.75,0.96,2.32,2.27
1963-06-30,-2.47,-0.68,-1.72,-1.32,-1.62,-1.21,-2.2,-1.8,-2.5,-0.06,-0.99,-1.52,-1.17,-2.53,-2.78,-1.91,-2.99,-1.55,-0.65,-1.55,-3.18,-1.97,-2.82,-1.52,-0.8
1963-07-31,-0.19,-1.16,1.11,-0.79,-0.51,-2.16,-1.43,-2.24,-1.43,-0.06,-2.23,-2.27,-0.87,-1.1,-2.42,-2.7,-1.14,-1.13,-1.53,-1.4,-1.39,-0.4,1.03,0.36,-0.07
1963-08-31,1.98,1.84,2.85,2.88,5.83,4.26,4.91,4.19,4.32,7.17,5.32,5.74,4.14,5.7,5.76,5.94,4.55,4.97,4.83,7.94,5.92,4.85,5.78,4.31,7.12
1963-09-30,-0.98,-0.97,-0.59,-0.99,0.43,-3.76,-0.93,-0.63,-1.67,-0.82,-3.1,-0.67,-1.33,-2.34,-2.88,-4.72,-1.61,-2.24,-1.88,-2.2,-2.28,1.51,-1.49,-1.56,-2.62
1963-10-31,-0.66,-0.32,1.53,3.11,2.81,3.69,0.29,1.77,2.06,4.26,4.02,0.26,1.32,1.13,2.46,0.01,0.1,0.84,0.71,3.81,2.56,1.6,3.1,0.94,8.51
1963-11-30,-2.08,-1.52,-1.44,-1.69,-2.38,-2.76,-0.48,-0.83,-0.97,-1.03,-1.59,-0.68,-1.97,-2.01,-1.3,1.12,-0.41,-1.18,0.11,-0.2,-1.04,1.77,-0.97,-2.16,-0.7
1963-12-31,-3.79,-2.33,0.47,1.09,-1.23,-0.14,1.44,0.24,1.67,0.61,-2.08,1.65,1.55,2.2,0.8,-2.31,1.19,2.62,2.24,3.99,0.62,2.43,2.44,2.94,1.57
1964-01-31,5.23,3.98,3.29,5.32,2.23,-0.65,2.94,3.19,3.99,3.36,0.33,1.38,3.05,2.27,-1.07,-0.81,0.91,1.59,1.15,4.38,1.5,1.13,2.53,4.37,1.73
1964-02-29,3.32,2.1,2.03,2.4,1.93,2.23,1.01,3.4,3.53,5.15,2.24,2.42,2.54,1.27,2.41,2.31,2.42,1.68,2.94,5.11,1.73,0.83,1.82,1.58,1.79
1964-03-31,1.75,4.79,3.45,2.74,2.51,2.7,3.71,5.12,3.19,2.35,-0.41,3.48,3.75,3.88,4.06,2.31,1.15,2.45,4.11,6.06,0.1,1.65,0.49,1.15,2.13
1964-04-30,-1.77,1.05,-0.62,0.46,-0.09,-1.51,0.36,1.81,-1.57,-1.09,-0.33,-0.33,-0.26,-1.52,-0.84,-0.8,-0.42,-1.6,-0.61,3.12,3.83,0.08,2.11,0.71,-0.76
1964-05-31,-1.09,0.55,0.04,0.21,1.69,-0.03,2.36,2.01,0.81,3.11,0.04,0.86,1.93,2.25,2.86,1.48,1.19,0.56,2.67,3.01,-0.94,0.32,1.23,2.15,3.03
1964-06-30,0.45,1.35,0.46,1.6,0.99,1.54,0.32,1.77,0.62,1.32,1.88,1.35,2.83,2.74,1.45,2.31,1.17,0.86,1.86,2.21,0.71,1.37,2.52,1.85,0.15
1964-07-31,2.45,3.28,4.19,3.7,4.16,2.4,1.55,3.0,2.72,2.85,2.18,3.88,2.77,2.5,1.46,-0.06,3.52,3.04,2.53,0.64,3.23,3.14,3.06,1.12,1.82
1964-08-31,-1.1,0.78,0.06,-0.77,-0.72,-1.42,-1.66,-0.94,-0.7,-1.67,-1.69,0.2,-1.39,-0.26,-1.55,-0.56,1.13,-0.62,-0.12,-0.32,1.22,-0.73,-1.87,-1.32,-1.63
1964-09-30,2.74,7.52,3.55,4.95,4.93,4.35,4.37,1.26,4.55,2.95,4.8,2.46,2.77,2.22,2.83,3.52,2.08,3.2,5.39,4.6,3.88,3.44,2.34,2.55,3.18
1964-10-31,0.58,2.75,4.3,4.27,2.7,0.03,1.11,-0.1,2.37,0.78,0.36,2.62,2.59,2.62,2.08,0.74,0.97,1.42,2.25,2.81,2.83,0.67,-0.25,1.09,0.11
1964-11-30,-1.48,1.3,0.48,0.35,1.0,-1.83,-0.79,0.27,1.04,-1.59,-0.36,1.62,1.18,0.5,-0.24,-0.75,-0.72,1.07,0.76,-0.76,-0.71,0.0,-0.32,1.05,0.25
1964-12-31,-2.62,-2.24,-1.09,-0.96,-0.81,-0.21,0.19,-1.26,0.84,-2.64,0.07,-0.3,0.22,-1.4,-0.99,0.26,-0.07,-0.64,-0.35,-0.88,-0.14,1.52,0.48,0.58,-1.12
1965-01-31,7.88,5.73,8.08,8.6,7.21,8.16,6.64,6.09,6.02,4.97,4.85,5.13,5.92,5.75,6.35,4.81,4.95,5.49,5.95,5.05,2.27,5.23,4.9,2.5,1.19
1965-02-28,3.01,2.7,2.8,2.89,2.7,3.3,2.48,3.83,5.03,4.5,3.42,2.18,4.54,4.18,4.28,2.44,1.74,1.77,2.08,5.02,1.51,1.15,-1.06,-0.08,-1.23
1965-03-31,2.36,2.93,0.83,2.64,2.53,0.89,-0.3,-0.39,1.47,0.19,0.43,0.21,0.3,0.1,1.82,0.35,-0.78,-0.99,0.18,0.57,-1.46,-1.12,-1.28,-1.48,-1.18
1965-04-30,1.99,3.82,5.94,3.51,5.34,3.78,4.4,4.61,5.92,5.62,1.87,3.99,2.76,5.17,5.41,2.61,3.65,1.34,4.54,4.18,3.07,1.84,1.84,4.8,6.29
1965-05-31,-1.49,-0.86,-0.72,-1.28,-0.52,-1.38,-0.45,-1.2,-2.63,-0.33,-3.64,0.17,-1.58,0.55,0.36,-1.36,-1.44,-1.29,1.07,-0.03,0.55,-0.56,0.34,-1.53,-1.81
1965-06-30,-8.62,-7.93,-6.24,-9.32,-11.2,-8.68,-7.24,-6.77,-9.6,-11.0,-8.35,-6.19,-8.58,-8.08,-9.35,-6.03,-5.44,-6.18,-7.72,-10.47,-3.49,-3.28,-4.46,-6.11,-6.41
1965-07-31,0.91,3.0,2.76,3.5,4.65,0.52,1.43,3.85,3.53,7.29,1.31,2.91,1.7,5.07,5.02,1.37,2.66,1.83,2.93,6.49,0.12,1.0,0.1,2.83,8.14
1965-08-31,4.52,2.77,3.09,4.98,4.12,6.05,4.27,2.93,5.29,5.85,4.54,4.89,3.18,5.89,9.29,2.78,3.38,3.17,5.06,6.81,1.03,2.63,2.46,1.62,7.25
1965-09-30,0.78,3.82,1.54,5.11,3.28,1.92,2.22,2.73,2.62,5.63,2.53,2.4,3.61,2.34,6.44,1.87,-0.1,2.71,3.9,6.23,2.68,1.78,3.1,5.31,4.95
